Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
FIN,2012,Education Index,0.953102489129752,0.9650993339444445,,Estimated,Europe,Northern Europe,Republic of Finland
FIN,2017,Education Index,0.953102489129752,0.9650993339444445,,Estimated,Europe,Northern Europe,Republic of Finland
FIN,2022,Education Index,0.953102489129752,0.9650993339444445,,United Nations Development Programme (UNDP),Europe,Northern Europe,Republic of Finland
FJI,2007,Education Index,0.6877909950983228,0.7303848256666667,,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2012,Education Index,0.6877909950983228,0.7303848256666667,,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2017,Education Index,0.6877909950983228,0.7303848256666667,,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2022,Education Index,0.6877909950983228,0.7303848256666667,,United Nations Development Programme (UNDP),Oceania,Melanesia,Republic of Fiji
FRA,2007,Education Index,0.8087717747931165,0.8337186450555556,,Estimated,Europe,Western Europe,French Republic
FRA,2012,Education Index,0.8087717747931165,0.8337186450555556,,Estimated,Europe,Western Europe,French Republic
FRA,2017,Education Index,0.8087717747931165,0.8337186450555556,,Estimated,Europe,Western Europe,French Republic
FRA,2022,Education Index,0.8087717747931165,0.8337186450555556,,United Nations Development Programme (UNDP),Europe,Western Europe,French Republic
FRO,2007,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2012,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2017,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2022,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Faroe Islands
FSM,2007,Education Index,0.5176455815080908,0.594835466,,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2012,Education Index,0.5176455815080908,0.594835466,,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2017,Education Index,0.5176455815080908,0.594835466,,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2022,Education Index,0.5176455815080908,0.594835466,,United Nations Development Programme (UNDP),Oceania,Micronesia,Federated States of Micronesia
GAB,2007,Education Index,0.605856610649624,0.6637295755555556,,Estimated,Africa,Middle Africa,Gabonese Republic
GAB,2012,Education Index,0.605856610649624,0.6637295755555556,,Estimated,Africa,Middle Africa,Gabonese Republic
GAB,2017,Education Index,0.605856610649624,0.6637295755555556,,Estimated,Africa,Middle Africa,Gabonese Republic
GAB,2022,Education Index,0.605856610649624,0.6637295755555556,,United Nations Development Programme (UNDP),Africa,Middle Africa,Gabonese Republic
GBR,2007,Education Index,0.9227518974214268,0.9367120849999999,,Estimated,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GBR,2012,Education Index,0.9227518974214268,0.9367120849999999,,Estimated,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GBR,2017,Education Index,0.9227518974214268,0.9367120849999999,,Estimated,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GBR,2022,Education Index,0.9227518974214268,0.9367120849999999,,United Nations Development Programme (UNDP),Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GEO,2007,Education Index,0.869662953401535,0.8880398326111111,,Estimated,Asia,Western Asia,Georgia
GEO,2012,Education Index,0.869662953401535,0.8880398326111111,,Estimated,Asia,Western Asia,Georgia
GEO,2017,Education Index,0.869662953401535,0.8880398326111111,,Estimated,Asia,Western Asia,Georgia
GEO,2022,Education Index,0.869662953401535,0.8880398326111111,,United Nations Development Programme (UNDP),Asia,Western Asia,Georgia
GHA,2007,Education Index,0.43958440070201965,0.5362517221333334,,Estimated,Africa,Western Africa,Republic of Ghana
GHA,2012,Education Index,0.43958440070201965,0.5362517221333334,,Estimated,Africa,Western Africa,Republic of Ghana
GHA,2017,Education Index,0.43958440070201965,0.5362517221333334,,Estimated,Africa,Western Africa,Republic of Ghana
GHA,2022,Education Index,0.43958440070201965,0.5362517221333334,,United Nations Development Programme (UNDP),Africa,Western Africa,Republic of Ghana
GIB,2007,Education Index,0.7718274320694223,0.8015251841158729,,Estimated,Europe,Southern Europe,Gibraltar
GIB,2012,Education Index,0.7718274320694223,0.8015251841158729,,Estimated,Europe,Southern Europe,Gibraltar
GIB,2017,Education Index,0.7718274320694223,0.8015251841158729,,Estimated,Europe,Southern Europe,Gibraltar
GIB,2022,Education Index,0.7718274320694223,0.8015251841158729,,Estimated,Europe,Southern Europe,Gibraltar
GIN,2007,Education Index,0.18843283531577296,0.3619741995,,Estimated,Africa,Western Africa,Republic of Guinea
GIN,2012,Education Index,0.18843283531577296,0.3619741995,,Estimated,Africa,Western Africa,Republic of Guinea
GIN,2017,Education Index,0.18843283531577296,0.3619741995,,Estimated,Africa,Western Africa,Republic of Guinea
GIN,2022,Education Index,0.18843283531577296,0.3619741995,,United Nations Development Programme (UNDP),Africa,Western Africa,Republic of Guinea
GMB,2007,Education Index,0.24557159549753516,0.3998001082888889,,Estimated,Africa,Western Africa,Republic of the Gambia
GMB,2012,Education Index,0.24557159549753516,0.3998001082888889,,Estimated,Africa,Western Africa,Republic of the Gambia
GMB,2017,Education Index,0.24557159549753516,0.3998001082888889,,Estimated,Africa,Western Africa,Republic of the Gambia
GMB,2022,Education Index,0.24557159549753516,0.3998001082888889,,United Nations Development Programme (UNDP),Africa,Western Africa,Republic of the Gambia
GNB,2007,Education Index,0.26807066466869633,0.41498118333333334,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2012,Education Index,0.26807066466869633,0.41498118333333334,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2017,Education Index,0.26807066466869633,0.41498118333333334,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2022,Education Index,0.26807066466869633,0.41498118333333334,,United Nations Development Programme (UNDP),Africa,Western Africa,Republic of Guinea-Bissau
GNQ,2007,Education Index,0.5413007643150131,0.6130255510222222,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2012,Education Index,0.5413007643150131,0.6130255510222222,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2017,Education Index,0.5413007643150131,0.6130255510222222,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2022,Education Index,0.5413007643150131,0.6130255510222222,,United Nations Development Programme (UNDP),Africa,Middle Africa,Republic of Equatorial Guinea
GRC,2007,Education Index,0.9226017661111805,0.9365726896666667,,Estimated,Europe,Southern Europe,Hellenic Republic
GRC,2012,Education Index,0.9226017661111805,0.9365726896666667,,Estimated,Europe,Southern Europe,Hellenic Republic
GRC,2017,Education Index,0.9226017661111805,0.9365726896666667,,Estimated,Europe,Southern Europe,Hellenic Republic
GRC,2022,Education Index,0.9226017661111805,0.9365726896666667,,United Nations Development Programme (UNDP),Europe,Southern Europe,Hellenic Republic
GRD,2007,Education Index,0.7575283908071363,0.789217198,,Estimated,America,Caribbean,Grenada
GRD,2012,Education Index,0.7575283908071363,0.789217198,,Estimated,America,Caribbean,Grenada
GRD,2017,Education Index,0.7575283908071363,0.789217198,,Estimated,America,Caribbean,Grenada
GRD,2022,Education Index,0.7575283908071363,0.789217198,,United Nations Development Programme (UNDP),America,Caribbean,Grenada
GRL,2007,Education Index,0.890542719911413,0.9070348576388889,,Estimated,America,Northern America,Greenland
GRL,2012,Education Index,0.890542719911413,0.9070348576388889,,Estimated,America,Northern America,Greenland
GRL,2017,Education Index,0.890542719911413,0.9070348576388889,,Estimated,America,Northern America,Greenland
GRL,2022,Education Index,0.890542719911413,0.9070348576388889,,Estimated,America,Northern America,Greenland
GTM,2007,Education Index,0.3730827771032812,0.48804393043333333,,Estimated,America,Central America,Republic of Guatemala
GTM,2012,Education Index,0.3730827771032812,0.48804393043333333,,Estimated,America,Central America,Republic of Guatemala
GTM,2017,Education Index,0.3730827771032812,0.48804393043333333,,Estimated,America,Central America,Republic of Guatemala
GTM,2022,Education Index,0.3730827771032812,0.48804393043333333,,United Nations Development Programme (UNDP),America,Central America,Republic of Guatemala
GUM,2007,Education Index,0.7180521754446579,0.7556725828249999,,Estimated,Oceania,Micronesia,Guam
GUM,2012,Education Index,0.7180521754446579,0.7556725828249999,,Estimated,Oceania,Micronesia,Guam
GUM,2017,Education Index,0.7180521754446579,0.7556725828249999,,Estimated,Oceania,Micronesia,Guam
GUM,2022,Education Index,0.7180521754446579,0.7556725828249999,,Estimated,Oceania,Micronesia,Guam
GUY,2007,Education Index,0.5876927122375473,0.6493041144777778,,Estimated,America,South America,Co-operative Republic of Guyana
GUY,2012,Education Index,0.5876927122375473,0.6493041144777778,,Estimated,America,South America,Co-operative Republic of Guyana
GUY,2017,Education Index,0.5876927122375473,0.6493041144777778,,Estimated,America,South America,Co-operative Republic of Guyana
GUY,2022,Education Index,0.5876927122375473,0.6493041144777778,,United Nations Development Programme (UNDP),America,South America,Co-operative Republic of Guyana
HKG,2007,Education Index,0.8909576650101713,0.9074142774444445,,Estimated,Asia,Eastern Asia,Hong Kong SAR
HKG,2012,Education Index,0.8909576650101713,0.9074142774444445,,Estimated,Asia,Eastern Asia,Hong Kong SAR
HKG,2017,Education Index,0.8909576650101713,0.9074142774444445,,Estimated,Asia,Eastern Asia,Hong Kong SAR
HKG,2022,Education Index,0.8909576650101713,0.9074142774444445,,United Nations Development Programme (UNDP),Asia,Eastern Asia,Hong Kong SAR
HND,2007,Education Index,0.4172928720069054,0.5199207847166667,,Estimated,America,Central America,Republic of Honduras
HND,2012,Education Index,0.4172928720069054,0.5199207847166667,,Estimated,America,Central America,Republic of Honduras
HND,2017,Education Index,0.4172928720069054,0.5199207847166667,,Estimated,America,Central America,Republic of Honduras
HND,2022,Education Index,0.4172928720069054,0.5199207847166667,,United Nations Development Programme (UNDP),America,Central America,Republic of Honduras
HRV,2007,Education Index,0.8199047002526675,0.8435322611666667,,Estimated,Europe,Southern Europe,Republic of Croatia
HRV,2012,Education Index,0.8199047002526675,0.8435322611666667,,Estimated,Europe,Southern Europe,Republic of Croatia
HRV,2017,Education Index,0.8199047002526675,0.8435322611666667,,Estimated,Europe,Southern Europe,Republic of Croatia
HRV,2022,Education Index,0.8199047002526675,0.8435322611666667,,United Nations Development Programme (UNDP),Europe,Southern Europe,Republic of Croatia
HTI,2007,Education Index,0.3847058740844137,0.49635918892222225,,Estimated,America,Caribbean,Republic of Haiti
HTI,2012,Education Index,0.3847058740844137,0.49635918892222225,,Estimated,America,Caribbean,Republic of Haiti
HTI,2017,Education Index,0.3847058740844137,0.49635918892222225,,Estimated,America,Caribbean,Republic of Haiti
HTI,2022,Education Index,0.3847058740844137,0.49635918892222225,,United Nations Development Programme (UNDP),America,Caribbean,Republic of Haiti
HUN,2007,Education Index,0.8011411180317926,0.8270224517777778,,Estimated,Europe,Eastern Europe,Republic of Hungary
HUN,2012,Education Index,0.8011411180317926,0.8270224517777778,,Estimated,Europe,Eastern Europe,Republic of Hungary
HUN,2017,Education Index,0.8011411180317926,0.8270224517777778,,Estimated,Europe,Eastern Europe,Republic of Hungary
HUN,2022,Education Index,0.8011411180317926,0.8270224517777778,,United Nations Development Programme (UNDP),Europe,Eastern Europe,Republic of Hungary
IDN,2007,Education Index,0.6179850037286889,0.6734319224,,Estimated,Asia,South-eastern Asia,Republic of Indonesia
IDN,2012,Education Index,0.6179850037286889,0.6734319224,,Estimated,Asia,South-eastern Asia,Republic of Indonesia
IDN,2017,Education Index,0.6179850037286889,0.6734319224,,Estimated,Asia,South-eastern Asia,Republic of Indonesia
IDN,2022,Education Index,0.6179850037286889,0.6734319224,,United Nations Development Programme (UNDP),Asia,South-eastern Asia,Republic of Indonesia
IMN,2007,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Isle of Man
IMN,2012,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Isle of Man
IMN,2017,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Isle of Man
IMN,2022,Education Index,0.9234411644605858,0.9373521909444443,,Estimated,Europe,Northern Europe,Isle of Man
IND,2007,Education Index,0.48300949306150126,0.5685708311888888,,Estimated,Asia,Southern Asia,Republic of India
IND,2012,Education Index,0.48300949306150126,0.5685708311888888,,Estimated,Asia,Southern Asia,Republic of India
IND,2017,Education Index,0.48300949306150126,0.5685708311888888,,Estimated,Asia,Southern Asia,Republic of India
IND,2022,Education Index,0.48300949306150126,0.5685708311888888,,United Nations Development Programme (UNDP),Asia,Southern Asia,Republic of India
IRL,2007,Education Index,0.9045076946837631,0.9198457972222223,,Estimated,Europe,Northern Europe,Ireland
IRL,2012,Education Index,0.9045076946837631,0.9198457972222223,,Estimated,Europe,Northern Europe,Ireland
IRL,2017,Education Index,0.9045076946837631,0.9198457972222223,,Estimated,Europe,Northern Europe,Ireland
IRL,2022,Education Index,0.9045076946837631,0.9198457972222223,,United Nations Development Programme (UNDP),Europe,Northern Europe,Ireland
IRN,2007,Education Index,0.7117188353872047,0.7503497272777777,,Estimated,Asia,Southern Asia,Islamic Republic of Iran
IRN,2012,Education Index,0.7117188353872047,0.7503497272777777,,Estimated,Asia,Southern Asia,Islamic Republic of Iran
IRN,2017,Education Index,0.7117188353872047,0.7503497272777777,,Estimated,Asia,Southern Asia,Islamic Republic of Iran
IRN,2022,Education Index,0.7117188353872047,0.7503497272777777,,United Nations Development Programme (UNDP),Asia,Southern Asia,Islamic Republic of Iran
IRQ,2007,Education Index,0.4803653384755165,0.566583623511111,,Estimated,Asia,Western Asia,Republic of Iraq
IRQ,2012,Education Index,0.4803653384755165,0.566583623511111,,Estimated,Asia,Western Asia,Republic of Iraq
IRQ,2017,Education Index,0.4803653384755165,0.566583623511111,,Estimated,Asia,Western Asia,Republic of Iraq
IRQ,2022,Education Index,0.4803653384755165,0.566583623511111,,United Nations Development Programme (UNDP),Asia,Western Asia,Republic of Iraq
ISL,2007,Education Index,0.9789977246043792,0.9896481513888888,,Estimated,Europe,Northern Europe,Republic of Iceland
ISL,2012,Education Index,0.9789977246043792,0.9896481513888888,,Estimated,Europe,Northern Europe,Republic of Iceland
ISL,2017,Education Index,0.9789977246043792,0.9896481513888888,,Estimated,Europe,Northern Europe,Republic of Iceland
ISL,2022,Education Index,0.9789977246043792,0.9896481513888888,,United Nations Development Programme (UNDP),Europe,Northern Europe,Republic of Iceland
ISR,2007,Education Index,0.8447114584544478,0.8655885992777778,,Estimated,Asia,Western Asia,State of Israel
ISR,2012,Education Index,0.8447114584544478,0.8655885992777778,,Estimated,Asia,Western Asia,State of Israel
ISR,2017,Education Index,0.8447114584544478,0.8655885992777778,,Estimated,Asia,Western Asia,State of Israel
ISR,2022,Education Index,0.8447114584544478,0.8655885992777778,,United Nations Development Programme (UNDP),Asia,Western Asia,State of Israel
ITA,2007,Education Index,0.793942231113917,0.8207275708333335,,Estimated,Europe,Southern Europe,Italian Republic
ITA,2012,Education Index,0.793942231113917,0.8207275708333335,,Estimated,Europe,Southern Europe,Italian Republic
ITA,2017,Education Index,0.793942231113917,0.8207275708333335,,Estimated,Europe,Southern Europe,Italian Republic
ITA,2022,Education Index,0.793942231113917,0.8207275708333335,,United Nations Development Programme (UNDP),Europe,Southern Europe,Italian Republic
JAM,2007,Education Index,0.594099188676328,0.6543776959111112,,Estimated,America,Caribbean,Jamaica
JAM,2012,Education Index,0.594099188676328,0.6543776959111112,,Estimated,America,Caribbean,Jamaica
JAM,2017,Education Index,0.594099188676328,0.6543776959111112,,Estimated,America,Caribbean,Jamaica
JAM,2022,Education Index,0.594099188676328,0.6543776959111112,,United Nations Development Programme (UNDP),America,Caribbean,Jamaica
JOR,2007,Education Index,0.6495651727948868,0.6989613987222222,,Estimated,Asia,Western Asia,Hashemite Kingdom of Jordan
JOR,2012,Education Index,0.6495651727948868,0.6989613987222222,,Estimated,Asia,Western Asia,Hashemite Kingdom of Jordan
JOR,2017,Education Index,0.6495651727948868,0.6989613987222222,,Estimated,Asia,Western Asia,Hashemite Kingdom of Jordan
JOR,2022,Education Index,0.6495651727948868,0.6989613987222222,,United Nations Development Programme (UNDP),Asia,Western Asia,Hashemite Kingdom of Jordan
JPN,2007,Education Index,0.8290689514140294,0.8516498989444444,,Estimated,Asia,Eastern Asia,Japan
JPN,2012,Education Index,0.8290689514140294,0.8516498989444444,,Estimated,Asia,Eastern Asia,Japan
JPN,2017,Education Index,0.8290689514140294,0.8516498989444444,,Estimated,Asia,Eastern Asia,Japan
JPN,2022,Education Index,0.8290689514140294,0.8516498989444444,,United Nations Development Programme (UNDP),Asia,Eastern Asia,Japan
KAZ,2007,Education Index,0.7999838208542698,0.8260090169444444,,Estimated,Asia,Central Asia,Republic of Kazakhstan
KAZ,2012,Education Index,0.7999838208542698,0.8260090169444444,,Estimated,Asia,Central Asia,Republic of Kazakhstan
KAZ,2017,Education Index,0.7999838208542698,0.8260090169444444,,Estimated,Asia,Central Asia,Republic of Kazakhstan
KAZ,2022,Education Index,0.7999838208542698,0.8260090169444444,,United Nations Development Programme (UNDP),Asia,Central Asia,Republic of Kazakhstan
KEN,2007,Education Index,0.48815825653458494,0.5724476074555556,,Estimated,Africa,Eastern Africa,Republic of Kenya
KEN,2012,Education Index,0.48815825653458494,0.5724476074555556,,Estimated,Africa,Eastern Africa,Republic of Kenya
KEN,2017,Education Index,0.48815825653458494,0.5724476074555556,,Estimated,Africa,Eastern Africa,Republic of Kenya
KEN,2022,Education Index,0.48815825653458494,0.5724476074555556,,United Nations Development Programme (UNDP),Africa,Eastern Africa,Republic of Kenya
KGZ,2007,Education Index,0.7228088240341164,0.7596809492777777,,Estimated,Asia,Central Asia,Kyrgyz Republic
KGZ,2012,Education Index,0.7228088240341164,0.7596809492777777,,Estimated,Asia,Central Asia,Kyrgyz Republic
KGZ,2017,Education Index,0.7228088240341164,0.7596809492777777,,Estimated,Asia,Central Asia,Kyrgyz Republic
KGZ,2022,Education Index,0.7228088240341164,0.7596809492777777,,United Nations Development Programme (UNDP),Asia,Central Asia,Kyrgyz Republic
KHM,2007,Education Index,0.3819370147853932,0.49437411793333336,,Estimated,Asia,South-eastern Asia,Kingdom of Cambodia
KHM,2012,Education Index,0.3819370147853932,0.49437411793333336,,Estimated,Asia,South-eastern Asia,Kingdom of Cambodia
KHM,2017,Education Index,0.3819370147853932,0.49437411793333336,,Estimated,Asia,South-eastern Asia,Kingdom of Cambodia
KHM,2022,Education Index,0.3819370147853932,0.49437411793333336,,United Nations Development Programme (UNDP),Asia,South-eastern Asia,Kingdom of Cambodia
KIR,2007,Education Index,0.5658821710682587,0.6321477189666667,,Estimated,Oceania,Micronesia,Republic of Kiribati
KIR,2012,Education Index,0.5658821710682587,0.6321477189666667,,Estimated,Oceania,Micronesia,Republic of Kiribati
KIR,2017,Education Index,0.5658821710682587,0.6321477189666667,,Estimated,Oceania,Micronesia,Republic of Kiribati
KIR,2022,Education Index,0.5658821710682587,0.6321477189666667,,United Nations Development Programme (UNDP),Oceania,Micronesia,Republic of Kiribati
KNA,2007,Education Index,0.8529290252696606,0.8729530852777778,,Estimated,America,Caribbean,Saint Kitts and Nevis
KNA,2012,Education Index,0.8529290252696606,0.8729530852777778,,Estimated,America,Caribbean,Saint Kitts and Nevis
KNA,2017,Education Index,0.8529290252696606,0.8729530852777778,,Estimated,America,Caribbean,Saint Kitts and Nevis
KNA,2022,Education Index,0.8529290252696606,0.8729530852777778,,United Nations Development Programme (UNDP),America,Caribbean,Saint Kitts and Nevis
KOR,2007,Education Index,0.8597312143964131,0.8790711135555556,,Estimated,Asia,Eastern Asia,Republic of Korea
KOR,2012,Education Index,0.8597312143964131,0.8790711135555556,,Estimated,Asia,Eastern Asia,Republic of Korea
KOR,2017,Education Index,0.8597312143964131,0.8790711135555556,,Estimated,Asia,Eastern Asia,Republic of Korea
KOR,2022,Education Index,0.8597312143964131,0.8790711135555556,,United Nations Development Programme (UNDP),Asia,Eastern Asia,Republic of Korea
KWT,2007,Education Index,0.6310206498089009,0.6839231413777778,,Estimated,Asia,Western Asia,State of Kuwait
KWT,2012,Education Index,0.6310206498089009,0.6839231413777778,,Estimated,Asia,Western Asia,State of Kuwait
KWT,2017,Education Index,0.6310206498089009,0.6839231413777778,,Estimated,Asia,Western Asia,State of Kuwait
KWT,2022,Education Index,0.6310206498089009,0.6839231413777778,,United Nations Development Programme (UNDP),Asia,Western Asia,State of Kuwait
LAO,2007,Education Index,0.363493099400909,0.48121819711111113,,Estimated,Asia,South-eastern Asia,Lao People's Democratic Republic
LAO,2012,Education Index,0.363493099400909,0.48121819711111113,,Estimated,Asia,South-eastern Asia,Lao People's Democratic Republic
LAO,2017,Education Index,0.363493099400909,0.48121819711111113,,Estimated,Asia,South-eastern Asia,Lao People's Democratic Republic
LAO,2022,Education Index,0.363493099400909,0.48121819711111113,,United Nations Development Programme (UNDP),Asia,South-eastern Asia,Lao People's Democratic Republic
LBN,2007,Education Index,0.5522537750917274,0.6215181981222222,,Estimated,Asia,Western Asia,Lebanese Republic
LBN,2012,Education Index,0.5522537750917274,0.6215181981222222,,Estimated,Asia,Western Asia,Lebanese Republic
LBN,2017,Education Index,0.5522537750917274,0.6215181981222222,,Estimated,Asia,Western Asia,Lebanese Republic
LBN,2022,Education Index,0.5522537750917274,0.6215181981222222,,United Nations Development Programme (UNDP),Asia,Western Asia,Lebanese Republic
LBR,2007,Education Index,0.344779535795924,0.4679883051222222,,Estimated,Africa,Western Africa,Republic of Liberia
LBR,2012,Education Index,0.344779535795924,0.4679883051222222,,Estimated,Africa,Western Africa,Republic of Liberia
LBR,2017,Education Index,0.344779535795924,0.4679883051222222,,Estimated,Africa,Western Africa,Republic of Liberia
LBR,2022,Education Index,0.344779535795924,0.4679883051222222,,United Nations Development Programme (UNDP),Africa,Western Africa,Republic of Liberia
LBY,2007,Education Index,0.5854606896097602,0.647540131,,Estimated,Africa,Northern Africa,State of Libya
LBY,2012,Education Index,0.5854606896097602,0.647540131,,Estimated,Africa,Northern Africa,State of Libya
LBY,2017,Education Index,0.5854606896097602,0.647540131,,Estimated,Africa,Northern Africa,State of Libya
LBY,2022,Education Index,0.5854606896097602,0.647540131,,United Nations Development Programme (UNDP),Africa,Northern Africa,State of Libya
LCA,2007,Education Index,0.5745743362978334,0.6389635716666666,,Estimated,America,Caribbean,Saint Lucia
LCA,2012,Education Index,0.5745743362978334,0.6389635716666666,,Estimated,America,Caribbean,Saint Lucia
LCA,2017,Education Index,0.5745743362978334,0.6389635716666666,,Estimated,America,Caribbean,Saint Lucia
LCA,2022,Education Index,0.5745743362978334,0.6389635716666666,,United Nations Development Programme (UNDP),America,Caribbean,Saint Lucia
LIE,2007,Education Index,0.8174091162047981,0.8413278597222222,,Estimated,Europe,Western Europe,Principality of Liechtenstein
LIE,2012,Education Index,0.8174091162047981,0.8413278597222222,,Estimated,Europe,Western Europe,Principality of Liechtenstein
LIE,2017,Education Index,0.8174091162047981,0.8413278597222222,,Estimated,Europe,Western Europe,Principality of Liechtenstein
LIE,2022,Education Index,0.8174091162047981,0.8413278597222222,,United Nations Development Programme (UNDP),Europe,Western Europe,Principality of Liechtenstein
LKA,2007,Education Index,0.7159767354444172,0.7539264986111112,,Estimated,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LKA,2012,Education Index,0.7159767354444172,0.7539264986111112,,Estimated,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LKA,2017,Education Index,0.7159767354444172,0.7539264986111112,,Estimated,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LKA,2022,Education Index,0.7159767354444172,0.7539264986111112,,United Nations Development Programme (UNDP),Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LSO,2007,Education Index,0.47026536494945986,0.5590161608555555,,Estimated,Africa,Southern Africa,Kingdom of Lesotho
LSO,2012,Education Index,0.47026536494945986,0.5590161608555555,,Estimated,Africa,Southern Africa,Kingdom of Lesotho
LSO,2017,Education Index,0.47026536494945986,0.5590161608555555,,Estimated,Africa,Southern Africa,Kingdom of Lesotho
LSO,2022,Education Index,0.47026536494945986,0.5590161608555555,,United Nations Development Programme (UNDP),Africa,Southern Africa,Kingdom of Lesotho
LTU,2007,Education Index,0.8888496329396391,0.9054875054444445,,Estimated,Europe,Northern Europe,Republic of Lithuania
LTU,2012,Education Index,0.8888496329396391,0.9054875054444445,,Estimated,Europe,Northern Europe,Republic of Lithuania
LTU,2017,Education Index,0.8888496329396391,0.9054875054444445,,Estimated,Europe,Northern Europe,Republic of Lithuania
LTU,2022,Education Index,0.8888496329396391,0.9054875054444445,,United Nations Development Programme (UNDP),Europe,Northern Europe,Republic of Lithuania
LUX,2007,Education Index,0.8003906457939908,0.8263652058333333,,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LUX,2012,Education Index,0.8003906457939908,0.8263652058333333,,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LUX,2017,Education Index,0.8003906457939908,0.8263652058333333,,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LUX,2022,Education Index,0.8003906457939908,0.8263652058333333,,United Nations Development Programme (UNDP),Europe,Western Europe,Grand Duchy of Luxembourg
LVA,2007,Education Index,0.8875866054763945,0.9043340125,,Estimated,Europe,Northern Europe,Republic of Latvia
LVA,2012,Education Index,0.8875866054763945,0.9043340125,,Estimated,Europe,Northern Europe,Republic of Latvia
LVA,2017,Education Index,0.8875866054763945,0.9043340125,,Estimated,Europe,Northern Europe,Republic of Latvia
LVA,2022,Education Index,0.8875866054763945,0.9043340125,,United Nations Development Programme (UNDP),Europe,Northern Europe,Republic of Latvia
MAC,2007,Education Index,0.7812626909472593,0.8096929698488889,,Estimated,Asia,Eastern Asia,Macau SAR
MAC,2012,Education Index,0.7812626909472593,0.8096929698488889,,Estimated,Asia,Eastern Asia,Macau SAR
MAC,2017,Education Index,0.7812626909472593,0.8096929698488889,,Estimated,Asia,Eastern Asia,Macau SAR
MAC,2022,Education Index,0.7812626909472593,0.8096929698488889,,Estimated,Asia,Eastern Asia,Macau SAR
MAF,2007,Education Index,0.687944103302486,0.7305118493282051,,Estimated,America,Caribbean,Saint-Martin (French part)
MAF,2012,Education Index,0.687944103302486,0.7305118493282051,,Estimated,America,Caribbean,Saint-Martin (French part)
MAF,2017,Education Index,0.687944103302486,0.7305118493282051,,Estimated,America,Caribbean,Saint-Martin (French part)
MAF,2022,Education Index,0.687944103302486,0.7305118493282051,,Estimated,America,Caribbean,Saint-Martin (French part)
MAR,2007,Education Index,0.5335818152855685,0.6070672341666666,,Estimated,Africa,Northern Africa,Kingdom of Morocco
MAR,2012,Education Index,0.5335818152855685,0.6070672341666666,,Estimated,Africa,Northern Africa,Kingdom of Morocco
MAR,2017,Education Index,0.5335818152855685,0.6070672341666666,,Estimated,Africa,Northern Africa,Kingdom of Morocco
MAR,2022,Education Index,0.5335818152855685,0.6070672341666666,,United Nations Development Programme (UNDP),Africa,Northern Africa,Kingdom of Morocco
MCO,2007,Education Index,0.8727685908894289,0.8908531115833334,,Estimated,Europe,Western Europe,Principality of Monaco
MCO,2012,Education Index,0.8727685908894289,0.8908531115833334,,Estimated,Europe,Western Europe,Principality of Monaco
MCO,2017,Education Index,0.8727685908894289,0.8908531115833334,,Estimated,Europe,Western Europe,Principality of Monaco
MCO,2022,Education Index,0.8727685908894289,0.8908531115833334,,Estimated,Europe,Western Europe,Principality of Monaco
MDA,2007,Education Index,0.7799051432230472,0.8085155097222222,,Estimated,Europe,Eastern Europe,Republic of Moldova
MDA,2012,Education Index,0.7799051432230472,0.8085155097222222,,Estimated,Europe,Eastern Europe,Republic of Moldova
MDA,2017,Education Index,0.7799051432230472,0.8085155097222222,,Estimated,Europe,Eastern Europe,Republic of Moldova
